count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_4_or_more_rigid_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
28758,2008,6,London,145,Camden,A5200,major,"LA Boundary","Camden Rd",529850,184770,51.54689320,-0.12875728,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",796,670,9046,191,2128,324,48,7,65,4,8,456,12491
37100,2008,6,London,145,Camden,A400,major,"Delancey St","Hampstead Rd",529140,183500,51.53564293,-0.13945630,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1754,2768,16408,1169,5817,780,65,5,31,4,3,888,27050
37101,2008,6,London,145,Camden,A400,major,A5204,A501,529430,182000,51.52209659,-0.13582817,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",1701,2664,22149,1228,9808,1242,89,17,44,13,8,1413,37262
37264,2008,6,London,145,Camden,A502,major,"Castlehaven Rd","LA boundary",527450,185000,51.54950680,-0.16326642,4.30,2.67,Counted,"Manual count",569,770,13371,699,2224,281,34,2,8,3,1,329,17393
37268,2008,6,London,145,Camden,A503,major,"Bayham St",A400,529000,183970,51.53989864,-0.14130160,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1976,1682,20117,1858,4551,620,60,18,67,9,6,780,28988
37773,2008,6,London,145,Camden,A4200,major,A40,A40,530500,181600,51.51825598,-0.12056240,0.20,0.12,Counted,"Manual count",1891,1875,16542,2351,3556,515,70,10,105,10,10,720,25044
37824,2008,6,London,145,Camden,A5200,major,"A5200 Leighton Rd",A400,529500,185450,51.55308445,-0.13355184,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",1100,802,12014,293,2467,310,30,2,33,4,7,386,15962
37825,2008,6,London,145,Camden,A5200,major,"Swinton St","Euston Rd",530470,182900,51.52994546,-0.12051354,0.30,0.19,Counted,"Manual count",721,2038,20450,769,3905,920,100,16,167,35,40,1278,28440
37827,2008,6,London,145,Camden,A401,major,"Procter St","Gray's Inn Rd",530700,181850,51.52045642,-0.11758894,0.50,0.31,Counted,"Manual count",4977,2728,11329,1483,3473,441,35,7,23,1,3,510,19523
38368,2008,6,London,145,Camden,A4200,major,A400,"Hampstead Rd",529249,183314,51.53394649,-0.13795385,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",784,683,6217,612,1652,225,14,4,8,2,2,255,9419
38555,2008,6,London,145,Camden,A4201,major,"Prince Albert Rd","Delancey St",528650,183580,51.53647364,-0.14648792,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",3000,1502,16631,623,2764,419,35,11,60,4,4,533,22053
38592,2008,6,London,145,Camden,A401,major,"Clerkenwell Rd","LA Boundary",531100,182130,51.52288004,-0.11172294,0.30,0.19,Counted,"Manual count",3057,810,3788,1090,1171,302,13,2,7,2,2,328,7187
38595,2008,6,London,145,Camden,A5204,major,"LA Boundary",A400,529496,181746,51.51979887,-0.13497067,0.20,0.12,Counted,"Manual count",1291,791,3986,19,1466,210,22,5,12,1,2,252,6514
47081,2008,6,London,145,Camden,A400,major,A503,A502,529060,184100,51.54105320,-0.14038931,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1047,1375,14414,1710,2951,521,40,5,41,3,9,619,21069
47245,2008,6,London,145,Camden,A501,major,A4201,A400,529004,182226,51.52422496,-0.14188225,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1924,5546,47082,1872,13579,1398,209,110,255,96,91,2159,70238
47249,2008,6,London,145,Camden,A503,major,"St Pancras Way","Camden Park Rd",529500,184600,51.54544583,-0.13386445,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",1584,2171,21495,1040,5932,659,105,4,120,41,20,949,31587
47269,2008,6,London,145,Camden,A5202,major,"Camden Rd","Royal College St",529390,184000,51.54007906,-0.13567025,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",721,857,7950,84,2270,428,67,4,180,4,29,712,11873
47727,2008,6,London,145,Camden,A4201,major,"Delancey St",A400/A502/A503,528800,183800,51.53841654,-0.14424598,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1833,1716,12731,319,3235,393,32,6,15,0,0,446,18447
47784,2008,6,London,145,Camden,A5200,major,A503,"A5200 Camden Park Rd",530000,184700,51.54622964,-0.12662113,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",265,438,10392,267,2597,210,30,1,52,6,9,308,14002
47785,2008,6,London,145,Camden,A5200,major,A40,"Theobalds RD",531070,181800,51.51992144,-0.11227774,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1005,990,8401,884,1979,234,45,2,45,3,4,333,12587
48159,2008,6,London,145,Camden,A400,major,A501,"New Oxford St",530000,181561,51.51802068,-0.12777887,1.20,0.75,Counted,"Manual count",1553,1127,8566,1308,1673,306,33,8,47,3,3,400,13074
48352,2008,6,London,145,Camden,A400,major,A4200,A503,529350,183600,51.53649356,-0.13639354,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",4016,1694,10616,197,2582,353,32,8,36,3,3,435,15524
48537,2008,6,London,145,Camden,A41,major,"LA Boundary","Adelaide Rd roundabout",526639,184005,51.54074733,-0.17531429,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",238,934,16987,1468,3852,579,72,42,52,30,25,800,24041
56124,2008,6,London,145,Camden,A5,major,A4003,"LA Boundary",525120,184020,51.54122058,-0.19720054,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",750,792,16570,1370,3800,689,55,25,35,31,63,898,23430
56751,2008,6,London,145,Camden,A400,major,"Harrington Sq","Camden High St",529160,183270,51.53357142,-0.13925240,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",839,850,10040,877,2362,411,36,5,24,6,22,504,14633
56815,2008,6,London,145,Camden,A501,major,A4200,A5202,530000,182765,51.52884057,-0.12733503,0.60,0.37,Counted,"Manual count",2187,2599,37396,2375,6938,1322,128,42,194,111,84,1881,51189
56990,2008,6,London,145,Camden,A4200,major,A501,A400,529470,183000,51.53107409,-0.13488475,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",1056,892,8233,649,2391,222,15,3,6,1,2,249,12414
57080,2008,6,London,145,Camden,A400,major,A502,"Royal College St",528960,184400,51.54377204,-0.14172064,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",2851,2209,11928,1126,3782,455,79,14,15,6,0,569,19614
57538,2008,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530289,181427,51.51674995,-0.12366557,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",2296,3035,9604,241,3238,248,61,15,12,5,1,342,16460
57690,2008,6,London,145,Camden,A401,major,A40/A4200,"Procter St",530500,181700,51.51915464,-0.12052540,0.10,0.06,Counted,"Manual count",4192,2336,12435,1757,2931,295,32,12,16,10,1,366,19825
57828,2008,6,London,145,Camden,A401,major,A400,"High Holborn",530000,181140,51.51423731,-0.12793400,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",3006,4649,11661,343,5357,479,56,11,13,2,0,561,22571
58157,2008,6,London,145,Camden,A503,major,"Camden High St","Camden Rd",529040,183800,51.53836177,-0.14078742,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",759,984,11553,1659,2615,243,46,7,10,5,5,316,17127
58196,2008,6,London,145,Camden,A5205,major,"LA Boundary",Parkway,528470,183640,51.53705379,-0.14905987,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",514,462,14950,187,2217,314,29,7,18,5,7,380,18196
58317,2008,6,London,145,Camden,A5200,major,"Camden Rd","LA Boundary",529630,185000,51.54901066,-0.13184354,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",290,475,7362,258,1953,307,23,5,3,1,5,344,10392
75094,2008,6,London,145,Camden,A400,major,"Andrew Borde St","Oxford St",529830,181340,51.51607369,-0.13030891,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1468,767,3601,1777,1228,249,26,3,12,0,0,290,7663
75095,2008,6,London,145,Camden,A401,major,"High Holborn","Bloomsbury Way",530110,181400,51.51654853,-0.12625380,0.20,0.12,Counted,"Manual count",1165,1179,3575,31,1136,161,14,2,4,1,0,182,6103
75096,2008,6,London,145,Camden,A401,major,"Shaftesbury Avenue","New Oxford St",530080,181400,51.51655543,-0.12668591,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",621,1053,9225,118,2943,400,52,2,1,1,0,456,13795
75097,2008,6,London,145,Camden,A40,major,"Bloomsbury St","Shaftesbury Ave",530100,181450,51.51700016,-0.12637939,0.10,0.06,Estimated,"Estimated from nearby links",1799,2202,15119,1733,2813,783,47,1,8,4,0,843,22710
75098,2008,6,London,145,Camden,A40,major,"High Holborn","Bloomsbury Way",530420,181550,51.51782510,-0.12173322,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",246,388,2485,11,562,52,7,2,0,0,1,62,3508
75099,2008,6,London,145,Camden,A40,major,"Southampton Place",Kingsway,530480,181520,51.51754166,-0.12088007,0.10,0.06,Estimated,"Estimated from nearby links",2542,3423,12089,252,3800,300,68,17,12,5,2,404,19968
75100,2008,6,London,145,Camden,A40,major,"Southampton Place","Southampton Row",530420,181650,51.51872377,-0.12169624,0.10,0.06,Estimated,"Estimated from nearby links",2045,2590,17604,1744,3375,835,54,3,8,4,1,905,26218
75101,2008,6,London,145,Camden,A40,major,"High Holborn","Theobalds Rd",530590,181600,51.51823520,-0.11926602,0.20,0.12,Counted,"Manual count",3006,2329,10998,1507,2263,493,29,13,17,3,5,560,17657
75102,2008,6,London,145,Camden,A40,major,Kingsway,"Procter St",530550,181530,51.51761537,-0.11986810,0.10,0.06,Estimated,"Estimated from nearby links",3454,2188,11166,1400,2045,426,31,11,19,2,3,492,17291
75103,2008,6,London,145,Camden,A5202,major,"St Pancras Way","Kentish Town Rd",529000,184500,51.54466157,-0.14110752,0.10,0.06,Estimated,"Estimated from nearby links",1545,784,10279,471,3169,324,50,4,28,2,1,409,15112
75136,2008,6,London,145,Camden,A5,major,"LA Boundary","B414 Kilburn Park Road",525610,183400,51.53553996,-0.19035970,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",750,792,16570,1370,3800,689,55,25,35,31,63,898,23430
76054,2008,6,London,145,Camden,A501,major,"Tottenham Court Road","Gower Street",529360,182384,51.52556350,-0.13669569,0.20,0.12,Counted,"Manual count",1620,3068,53951,2458,8978,1484,151,62,201,77,56,2031,70486
80722,2008,6,London,145,Camden,A5202,major,A501,"Royal College St",530150,183130,51.53208616,-0.12503914,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",402,85,5023,673,379,106,33,4,67,7,5,222,6382
900013,2008,6,London,145,Camden,U,minor,,,525260,185130,51.55116505,-0.19478809,,,Estimated,"Estimated using previous year's AADF on this link",14,30,854,8,101,16,0,0,0,0,0,16,1009
900020,2008,6,London,145,Camden,U,minor,,,528560,186580,51.56345417,-0.14668949,,,Counted,"Manual count",114,58,1908,1,303,30,4,0,2,0,0,36,2306
930344,2008,6,London,145,Camden,U,minor,,,530600,182080,51.52254645,-0.11894425,,,Counted,"Manual count",1131,143,2406,5,621,73,11,1,0,0,0,85,3260
930345,2008,6,London,145,Camden,C,minor,,,528350,186190,51.55999715,-0.14985967,,,Counted,"Manual count",318,450,9620,812,1534,113,14,3,2,0,4,136,12552
930346,2008,6,London,145,Camden,U,minor,,,524690,185100,51.55102157,-0.20301537,,,Counted,"Manual count",231,273,6221,125,965,176,7,3,4,0,0,190,7774
942304,2008,6,London,145,Camden,B510,minor,,,525323,185330,51.55294845,-0.19380874,,,Counted,"Manual count",165,347,6919,337,1772,63,17,17,13,5,5,120,9495
942306,2008,6,London,145,Camden,B510,minor,,,525435,183997,51.54094403,-0.19266895,,,Counted,"Manual count",263,254,4067,502,840,185,18,6,8,1,4,222,5885
942308,2008,6,London,145,Camden,B510,minor,,,525109,185562,51.55508087,-0.19681125,,,Counted,"Manual count",195,301,10276,412,1823,257,20,2,19,2,4,304,13116
942310,2008,6,London,145,Camden,U,minor,,,529076,184496,51.54460827,-0.14001362,,,Counted,"Manual count",11,20,80,0,42,3,0,0,0,0,0,3,145
942312,2008,6,London,145,Camden,U,minor,,,530884,181430,51.51663950,-0.11509429,,,Counted,"Manual count",246,56,633,1,142,14,5,0,4,0,0,23,855
948023,2008,6,London,145,Camden,U,minor,,,529500,183000,51.53106722,-0.13445250,,,Counted,"Manual count",89,35,783,22,209,30,1,0,2,0,0,33,1082
951701,2008,6,London,145,Camden,B519,minor,,,526422,186757,51.56552769,-0.17745338,,,Counted,"Manual count",219,653,17142,312,2239,275,13,13,22,3,2,328,20674
951702,2008,6,London,145,Camden,U,minor,,,530618,181463,51.51699757,-0.11891344,,,Counted,"Manual count",104,55,0,0,16,2,0,0,0,0,0,2,73
951704,2008,6,London,145,Camden,U,minor,,,528657,186240,51.56037660,-0.14541520,,,Counted,"Manual count",167,36,1247,1,126,16,3,0,0,0,0,19,1429
953170,2008,6,London,145,Camden,U,minor,,,524940,184500,51.54557415,-0.19962446,,,Counted,"Manual count",51,76,2261,18,405,39,5,0,2,0,0,46,2806
990139,2008,6,London,145,Camden,B511,minor,,,526610,184830,51.54816797,-0.17543568,,,Counted,"Manual count",204,586,12889,251,1538,206,15,4,27,1,3,256,15520
6425,2007,6,London,145,Camden,A40,major,"Procter St","Gray's Inn Rd",531000,181610,51.51823022,-0.11335663,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",7482,3701,24409,1521,4097,457,45,1,11,1,0,515,34243
7043,2007,6,London,145,Camden,A400,major,A502,"Delancey St",528950,183780,51.53820259,-0.14209170,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",3091,1993,14888,2229,4131,359,45,10,33,14,9,470,23711
7044,2007,6,London,145,Camden,A400,major,A501,"Harrington Sq",529200,183000,51.53113588,-0.13877500,0.90,0.56,Counted,"Manual count",1929,2749,22438,1792,5832,936,131,60,108,29,25,1289,34100
7214,2007,6,London,145,Camden,A503,major,A400,A5202,529150,184100,51.54103264,-0.13909228,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",2683,3194,22052,1212,5590,1143,89,16,85,17,8,1358,33406
7237,2007,6,London,145,Camden,A5202,major,B512,A503,529300,184000,51.54009966,-0.13696726,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",609,350,9056,163,2631,216,21,11,16,2,5,271,12471
7671,2007,6,London,145,Camden,A4200,major,A40,A501,529970,182300,51.52466869,-0.12793867,1.30,0.81,Counted,"Manual count",1054,1797,15787,1350,4499,789,58,13,54,11,14,939,24372
7717,2007,6,London,145,Camden,A5201,major,"Gray's Inn Rd","LA Boundary",531300,182040,51.52202484,-0.10887534,0.40,0.25,Counted,"Manual count",3008,2582,11227,769,4542,694,35,0,6,6,0,741,19861
8381,2007,6,London,145,Camden,A5200,major,"Acton St","Swinton St",530560,182730,51.52839696,-0.11927979,0.10,0.06,Estimated,"Estimated from nearby links",944,814,10903,653,1614,150,58,5,19,1,0,233,14217
8438,2007,6,London,145,Camden,A201,major,"Gray's Inn Rd","King's Cross Road",530620,182725,51.52833817,-0.11841721,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",251,574,5287,186,954,163,27,36,13,14,19,272,7273
8469,2007,6,London,145,Camden,A400,major,A40,A5204,529700,181590,51.51835019,-0.13208946,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",1221,2310,11409,1114,4149,534,47,15,23,5,4,628,19610
16401,2007,6,London,145,Camden,A40,major,A400,"Bloomsbury St",530000,181430,51.51684343,-0.12782715,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",3543,945,6534,3632,1193,178,17,1,13,2,0,211,12515
16434,2007,6,London,145,Camden,A41,major,"Adelaide Rd roundabout",A598,526150,185000,51.54979866,-0.18200525,2.50,1.55,Counted,"Manual count",770,2721,42723,1788,7307,695,159,122,156,93,55,1280,55819
17007,2007,6,London,145,Camden,A400,major,"Royal College St","LA Boundary",529000,185000,51.54915490,-0.14092437,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",2095,1460,17505,987,3672,549,40,8,25,5,6,633,24257
17008,2007,6,London,145,Camden,A400,major,"Hampstead Rd",A4200,529200,183160,51.53257375,-0.13871635,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1253,1497,15926,1052,2983,351,37,5,36,7,10,446,21904
17169,2007,6,London,145,Camden,A501,major,A400,A4200,529600,182500,51.52655097,-0.13319548,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1177,3690,36897,2043,7933,1461,128,77,142,77,78,1963,52526
17170,2007,6,London,145,Camden,A502,major,A400/A503,"Castlehaven Road",528830,184000,51.54020703,-0.14374053,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1095,1399,7943,583,2682,193,25,6,77,2,3,306,12913
17196,2007,6,London,145,Camden,A5202,major,"Royal College St","Camden Rd",529120,184380,51.54355576,-0.13942199,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",850,367,5557,130,1568,194,28,4,12,2,0,240,7862
17637,2007,6,London,145,Camden,A4200,major,"LA Boundary",A40,530600,181300,51.51553691,-0.11923304,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",2446,3090,17956,2774,5776,541,41,13,20,0,5,620,30216
17688,2007,6,London,145,Camden,A5200,major,"Clerkenwell Rd","Acton St",530720,182400,51.52539441,-0.11709697,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",944,814,10903,653,1614,149,58,5,19,1,0,232,14216
18077,2007,6,London,145,Camden,A501,major,A5202,"Gray's Inn Rd",530276,182939,51.53034069,-0.12329425,0.10,0.06,Estimated,"Estimated from nearby links",1784,2837,40100,2132,9900,1521,176,78,127,119,59,2080,57049
18170,2007,6,London,145,Camden,A40,major,"Charing Cross Road","Shaftesbury Ave",529917,181308,51.51576614,-0.12906759,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",376,1529,5422,50,1951,188,20,5,14,4,3,234,9186
18611,2007,6,London,145,Camden,A503,major,"Camden Park Rd",A5200,529780,184952,51.54854485,-0.12969914,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1436,1552,25438,960,3690,618,141,22,66,21,25,893,32533
27075,2007,6,London,145,Camden,A400,major,A502/A503,A502,528930,184000,51.54018422,-0.14229941,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1140,648,5763,671,1379,178,25,2,13,6,2,226,8687
27241,2007,6,London,145,Camden,A503,major,A5202,"St Pancras Way",529230,184250,51.54236234,-0.13788433,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",2996,3062,24370,847,5815,808,92,21,87,8,18,1034,35128
27264,2007,6,London,145,Camden,A5202,major,A503,"St Pancras Way",529110,184330,51.54310871,-0.13958444,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",656,403,4942,333,1603,126,16,0,14,0,1,157,7438
27733,2007,6,London,145,Camden,A4201,major,A501,"Prince Albert Road",528760,183000,51.53123630,-0.14511470,1.50,0.93,Counted,"Manual count",554,968,9639,483,2708,324,17,7,30,1,0,379,14177
27785,2007,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530300,181560,51.51794264,-0.12345801,0.30,0.19,Counted,"Manual count",1753,2165,15443,1705,2816,774,41,1,7,4,0,827,22956
28216,2007,6,London,145,Camden,A502,major,"Chalk Farm Road",A400,528800,184300,51.54290988,-0.14406319,0.40,0.25,Counted,"Manual count",646,825,9897,642,2619,278,26,16,23,3,5,351,14334
28313,2007,6,London,145,Camden,A201,major,"Gray's Inn Rd","King's Cross Rd",530680,182810,51.52908815,-0.11752126,0.30,0.19,Counted,"Manual count",127,1133,8535,117,2395,386,47,22,49,12,18,534,12714
28379,2007,6,London,145,Camden,A503,major,Parkway,"Camden High St",528950,183630,51.53685459,-0.14214659,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1029,899,10682,399,1741,281,16,6,21,2,0,326,14047
28498,2007,6,London,145,Camden,A503,major,"Kentish Town Rd","Bayham St",528950,183920,51.53946072,-0.14204046,0.10,0.06,Counted,"Manual count",476,665,12490,670,3719,529,18,6,23,3,5,584,18128
28758,2007,6,London,145,Camden,A5200,major,"LA Boundary","Camden Rd",529850,184770,51.54689320,-0.12875728,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",776,658,9240,188,2130,320,42,7,60,4,7,440,12656
37100,2007,6,London,145,Camden,A400,major,"Delancey St","Hampstead Rd",529140,183500,51.53564293,-0.13945630,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1710,2722,16760,1150,5823,771,57,6,28,5,3,870,27325
37101,2007,6,London,145,Camden,A400,major,A5204,A501,529430,182000,51.52209659,-0.13582817,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",1658,2620,22625,1209,9818,1227,78,18,41,14,8,1386,37658
37264,2007,6,London,145,Camden,A502,major,"Castlehaven Rd","LA boundary",527450,185000,51.54950680,-0.16326642,4.30,2.67,Estimated,"Estimated using previous year's AADF on this link",484,932,12953,594,2993,235,28,5,5,0,2,275,17747
37268,2007,6,London,145,Camden,A503,major,"Bayham St",A400,529000,183970,51.53989864,-0.14130160,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1925,1653,20549,1828,4555,612,52,19,62,9,6,760,29345
37773,2007,6,London,145,Camden,A4200,major,A40,A40,530500,181600,51.51825598,-0.12056240,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",4104,3586,21350,2044,4570,561,38,5,19,4,5,632,32182
37824,2007,6,London,145,Camden,A5200,major,"A5200 Leighton Rd",A400,529500,185450,51.55308445,-0.13355184,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",1071,788,12272,288,2469,307,26,2,30,4,7,376,16193
37825,2007,6,London,145,Camden,A5200,major,"Swinton St","Euston Rd",530470,182900,51.52994546,-0.12051354,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",897,2007,20099,954,4400,712,70,65,95,53,25,1020,28480
37827,2007,6,London,145,Camden,A401,major,"Procter St","Gray's Inn Rd",530700,181850,51.52045642,-0.11758894,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",7062,4872,17756,1315,3975,556,27,6,28,2,0,619,28537
38368,2007,6,London,145,Camden,A4200,major,A400,"Hampstead Rd",529249,183314,51.53394649,-0.13795385,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",763,672,6351,603,1654,222,12,6,8,2,2,252,9532
38555,2007,6,London,145,Camden,A4201,major,"Prince Albert Rd","Delancey St",528650,183580,51.53647364,-0.14648792,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",2923,1477,16987,614,2766,414,32,12,55,4,4,521,22365
38592,2007,6,London,145,Camden,A401,major,"Clerkenwell Rd","LA Boundary",531100,182130,51.52288004,-0.11172294,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",4596,1476,4837,1401,1680,229,22,1,2,0,0,254,9648
38595,2007,6,London,145,Camden,A5204,major,"LA Boundary",A400,529496,181746,51.51979887,-0.13497067,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1745,1610,4834,8,1676,218,10,2,4,0,0,234,8362
47081,2007,6,London,145,Camden,A400,major,A503,A502,529060,184100,51.54105320,-0.14038931,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1020,1352,14723,1683,2954,514,35,6,38,3,8,604,21316
47245,2007,6,London,145,Camden,A501,major,A4201,A400,529004,182226,51.52422496,-0.14188225,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1876,5453,48092,1843,13592,1381,183,116,237,101,86,2104,71084
47249,2007,6,London,145,Camden,A503,major,"St Pancras Way","Camden Park Rd",529500,184600,51.54544583,-0.13386445,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",1544,2135,21955,1023,5938,650,92,4,112,43,19,920,31971
47269,2007,6,London,145,Camden,A5202,major,"Camden Rd","Royal College St",529390,184000,51.54007906,-0.13567025,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",703,843,8120,82,2272,422,59,4,167,4,28,684,12001
47727,2007,6,London,145,Camden,A4201,major,"Delancey St",A400/A502/A503,528800,183800,51.53841654,-0.14424598,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1786,1688,13004,314,3238,388,28,6,14,0,0,436,18680
47784,2007,6,London,145,Camden,A5200,major,A503,"A5200 Camden Park Rd",530000,184700,51.54622964,-0.12662113,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",259,431,10615,262,2600,208,27,1,49,6,9,300,14208
47785,2007,6,London,145,Camden,A5200,major,A40,"Theobalds RD",531070,181800,51.51992144,-0.11227774,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",980,974,8581,870,1981,230,40,2,42,3,2,319,12725
48159,2007,6,London,145,Camden,A400,major,A501,"New Oxford St",530000,181561,51.51802068,-0.12777887,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",528,947,14765,1159,4315,374,35,1,31,1,0,442,21628
48352,2007,6,London,145,Camden,A400,major,A4200,A503,529350,183600,51.53649356,-0.13639354,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",3914,1666,10844,194,2584,349,28,8,33,3,3,424,15712
48537,2007,6,London,145,Camden,A41,major,"LA Boundary","Adelaide Rd roundabout",526639,184005,51.54074733,-0.17531429,0.30,0.19,Counted,"Dependent on a neighbouring counted link",243,1002,17622,1382,4115,590,65,47,49,33,25,809,24930
56124,2007,6,London,145,Camden,A5,major,A4003,"LA Boundary",525120,184020,51.54122058,-0.19720054,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",731,778,16926,1349,3803,680,49,26,34,32,59,880,23736
56751,2007,6,London,145,Camden,A400,major,"Harrington Sq","Camden High St",529160,183270,51.53357142,-0.13925240,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",818,836,10255,863,2364,406,31,5,22,7,21,492,14810
56815,2007,6,London,145,Camden,A501,major,A4200,A5202,530000,182765,51.52884057,-0.12733503,0.60,0.37,Counted,"Manual count",1783,2837,40100,2132,9900,1521,176,79,127,119,60,2082,57051
56990,2007,6,London,145,Camden,A4200,major,A501,A400,529470,183000,51.53107409,-0.13488475,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",1028,877,8410,639,2394,220,13,3,6,1,2,245,12565
57080,2007,6,London,145,Camden,A400,major,A502,"Royal College St",528960,184400,51.54377204,-0.14172064,0.30,0.19,Counted,"Manual count",2779,2172,12183,1109,3785,449,70,16,13,7,0,555,19804
57538,2007,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530289,181427,51.51674995,-0.12366557,0.40,0.25,Counted,"Manual count",2238,2985,9810,237,3241,245,53,16,11,5,1,331,16604
57690,2007,6,London,145,Camden,A401,major,A40/A4200,"Procter St",530500,181700,51.51915464,-0.12052540,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",3895,4310,14907,1496,4449,315,37,1,8,1,0,362,25524
57828,2007,6,London,145,Camden,A401,major,A400,"High Holborn",530000,181140,51.51423731,-0.12793400,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",2930,4571,11910,338,5362,474,49,12,13,2,0,550,22731
58157,2007,6,London,145,Camden,A503,major,"Camden High St","Camden Rd",529040,183800,51.53836177,-0.14078742,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",740,968,11801,1633,2617,240,40,8,10,5,4,307,17326
58196,2007,6,London,145,Camden,A5205,major,"LA Boundary",Parkway,528470,183640,51.53705379,-0.14905987,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",501,454,15270,184,2219,310,26,7,17,5,6,371,18498
